Origin,Origin City,Origin Country,Origin IATA,Destination,Flight Distance (km),Flight Time (min),Airlines
DZN,Zhezkazgan,Kazakhstan,DZN,NQZ,458,65,Qazaq Air
DZN,Zhezkazgan,Kazakhstan,DZN,ALA,871,80,SCAT Airlines
EAM,Nejran,Saudi Arabia,EAM,RUH,847,110,"Saudia, Flynas, Flyadeal"
EAM,Nejran,Saudi Arabia,EAM,JED,711,95,"Saudia, Flynas"
EAM,Nejran,Saudi Arabia,EAM,DMM,1126,120,Flynas
EAM,Nejran,Saudi Arabia,EAM,DXB,1414,165,flydubai
EBL,Erbil,Iraq,EBL,IST,1433,170,"Turkish Airlines, Iraqi Airways, Hex'Air"
EBL,Erbil,Iraq,EBL,SAW,1375,155,"Pegasus, Iraqi Airways, FlyViking"
EBL,Erbil,Iraq,EBL,BGW,331,60,Iraqi Airways
EBL,Erbil,Iraq,EBL,AMM,890,120,"Royal Jordanian, Iraqi Airways"
EBL,Erbil,Iraq,EBL,DXB,1632,165,"flydubai, Iraqi Airways"
EBL,Erbil,Iraq,EBL,BEY,817,115,"Middle East Airlines, Hex'Air, Iraqi Airways"
EBL,Erbil,Iraq,EBL,BSR,718,75,Iraqi Airways
EBL,Erbil,Iraq,EBL,DOH,1419,145,Qatar Airways
EBL,Erbil,Iraq,EBL,ESB,1052,120,Pegasus
EBL,Erbil,Iraq,EBL,SHJ,1637,155,Air Arabia
EBL,Erbil,Iraq,EBL,DAM,749,90,Hex'Air
EBL,Erbil,Iraq,EBL,IKA,656,85,Mahan Air
EBL,Erbil,Iraq,EBL,AYT,1179,140,"Pegasus, Hex'Air, Iraqi Airways"
EBL,Erbil,Iraq,EBL,AUH,1661,160,Intercontinental Airways (Gambia)
EBL,Erbil,Iraq,EBL,JED,1680,160,"Flynas, Saudia"
EBL,Erbil,Iraq,EBL,TZX,641,90,Hex'Air
EBL,Erbil,Iraq,EBL,EVN,436,75,Hex'Air
EBL,Erbil,Iraq,EBL,BUS,630,90,Iraqi Airways
EBL,Erbil,Iraq,EBL,TBS,609,120,Iraqi Airways
ECN,Ercan,Cyprus,ECN,SAW,736,95,"Pegasus, FlyViking"
ECN,Ercan,Cyprus,ECN,IST,795,110,Turkish Airlines
ECN,Ercan,Cyprus,ECN,ESB,551,85,"Pegasus, FlyViking"
ECN,Ercan,Cyprus,ECN,AYT,310,60,"Pegasus, Turkish Airlines, SunExpress"
ECN,Ercan,Cyprus,ECN,ADB,665,95,"Pegasus, SunExpress"
ECN,Ercan,Cyprus,ECN,GZT,409,65,Pegasus
ECN,Ercan,Cyprus,ECN,DIY,672,80,Pegasus
ECN,Ercan,Cyprus,ECN,ASR,438,65,Pegasus
ECN,Ercan,Cyprus,ECN,TZX,849,95,FlyViking
EDO,Edremit,Turkiye,EDO,IST,240,75,Turkish Airlines
EDO,Edremit,Turkiye,EDO,SAW,246,60,Pegasus
EDO,Edremit,Turkiye,EDO,ESB,515,75,FlyViking
EHU,Ezhou,China,EHU,PVG,654,83,China Eastern Airlines
EHU,Ezhou,China,EHU,TFU,1017,123,"China Eastern Airlines, Gestair"
EHU,Ezhou,China,EHU,KWE,909,90,9 Air Co
EHU,Ezhou,China,EHU,CKG,811,110,Gestair
EHU,Ezhou,China,EHU,TNA,750,145,Ruili Airlines
EHU,Ezhou,China,EHU,WNZ,626,75,Gestair
EHU,Ezhou,China,EHU,TSN,997,135,Okay Airways
EHU,Ezhou,China,EHU,SZX,862,120,Okay Airways
EHU,Ezhou,China,EHU,HAK,1241,140,Guangxi Beibu Gulf Airlines
EHU,Ezhou,China,EHU,JJN,707,75,China Eastern Airlines
EHU,Ezhou,China,EHU,KMG,1325,145,Ruili Airlines
EHU,Ezhou,China,EHU,PKX,1024,125,China Southern Airlines
EHU,Ezhou,China,EHU,XMN,712,95,Gestair
ELQ,Gassim,Saudi Arabia,ELQ,JED,695,100,"Flyadeal, Saudia"
ELQ,Gassim,Saudi Arabia,ELQ,RUH,330,65,Saudia
ELQ,Gassim,Saudi Arabia,ELQ,SHJ,1183,110,Air Arabia
ELQ,Gassim,Saudi Arabia,ELQ,DMM,601,75,"Flynas, Flyadeal"
ELQ,Gassim,Saudi Arabia,ELQ,DXB,1168,125,flydubai
ELQ,Gassim,Saudi Arabia,ELQ,BAH,684,75,Gulf Air
ELQ,Gassim,Saudi Arabia,ELQ,AUH,1114,125,Etihad Airways
ELQ,Gassim,Saudi Arabia,ELQ,DOH,795,90,Qatar Airways
ELQ,Gassim,Saudi Arabia,ELQ,KWI,526,70,Jazeera Airways
ELQ,Gassim,Saudi Arabia,ELQ,ISB,2907,260,Pakistan International Airlines
ELQ,Gassim,Saudi Arabia,ELQ,MUX,2740,245,Pakistan International Airlines
ENE,Ende,Indonesia,ENE,KOE,263,55,Wings Air
ENE,Ende,Indonesia,ENE,LBJ,199,50,Wings Air
ENH,Enshi,China,ENH,WUH,457,70,"China Southern Airlines, China Eastern Airlines, Gestair"
ENH,Enshi,China,ENH,HGH,1053,123,"Loong Air, Beijing Capital Airlines"
ENH,Enshi,China,ENH,XIY,461,83,"Loong Air, Beijing Capital Airlines"
ENH,Enshi,China,ENH,PVG,1183,130,Spring Airlines
ENH,Enshi,China,ENH,KWE,494,75,China Eastern Airlines
ENH,Enshi,China,ENH,SZX,954,133,Loong Air
ENH,Enshi,China,ENH,PKX,1198,130,China Eastern Airlines
ENH,Enshi,China,ENH,TYN,873,100,Loong Air
ENH,Enshi,China,ENH,WNZ,1137,130,China Eastern Airlines
ENH,Enshi,China,ENH,XNN,975,130,Loong Air
ENH,Enshi,China,ENH,INC,931,110,China Eastern Airlines
ENH,Enshi,China,ENH,KHN,643,110,China Eastern Airlines
ENH,Enshi,China,ENH,LHW,876,115,Loong Air
ENH,Enshi,China,ENH,CAN,856,110,Loong Air
ENH,Enshi,China,ENH,KMG,866,115,Ruili Airlines
ENH,Enshi,China,ENH,TSN,1213,148,Ruili Airlines
ENH,Enshi,China,ENH,NKG,909,100,Beijing Capital Airlines
ENH,Enshi,China,ENH,HAK,1154,115,Beijing Capital Airlines
ENH,Enshi,China,ENH,TFU,484,85,Spring Airlines
ENH,Enshi,China,ENH,TNA,1018,125,Spring Airlines
ENH,Enshi,China,ENH,HET,1187,125,Gestair
ENI,El Nido,Philippines,ENI,MNL,405,90,AirSWIFT
ENI,El Nido,Philippines,ENI,CRK,457,85,AirSWIFT
ENI,El Nido,Philippines,ENI,MPH,288,65,AirSWIFT
ENI,El Nido,Philippines,ENI,CEB,509,100,AirSWIFT
ENI,El Nido,Philippines,ENI,USU,128,40,AirSWIFT
ENI,El Nido,Philippines,ENI,TAG,509,100,AirSWIFT
ENY,Yan'an,China,ENY,PEK,739,135,Air China
ENY,Yan'an,China,ENY,HET,526,85,Gestair
ENY,Yan'an,China,ENY,CKG,794,105,Gestair
ENY,Yan'an,China,ENY,XIY,235,55,China Eastern Airlines
ENY,Yan'an,China,ENY,TSN,754,93,Gestair
ENY,Yan'an,China,ENY,NKG,1013,130,Gestair
ENY,Yan'an,China,ENY,KMG,1406,158,Gestair
ENY,Yan'an,China,ENY,KWE,1130,130,Gestair
ENY,Yan'an,China,ENY,DSN,336,50,Gestair
ENY,Yan'an,China,ENY,SHE,1339,135,Gestair
ENY,Yan'an,China,ENY,CSX,984,125,"Gestair, Xiamen Airlines"
ENY,Yan'an,China,ENY,PVG,1285,160,Spring Airlines
ENY,Yan'an,China,ENY,SYX,2014,195,Gestair
ENY,Yan'an,China,ENY,TYN,314,55,Gestair
ENY,Yan'an,China,ENY,INC,340,60,Gestair
ENY,Yan'an,China,ENY,CAN,1497,185,China Southern Airlines
ENY,Yan'an,China,ENY,SZX,1590,185,China Southern Airlines
ENY,Yan'an,China,ENY,CGO,452,80,Gestair
ENY,Yan'an,China,ENY,TFU,827,120,Gestair
ERC,Erzincan,Turkiye,ERC,SAW,877,110,"Pegasus, FlyViking"
ERC,Erzincan,Turkiye,ERC,IST,928,125,Turkish Airlines
ERC,Erzincan,Turkiye,ERC,ESB,559,85,FlyViking
ERL,Eren Hot,China,ERL,HET,286,53,"Gestair, Genghis Khan Airlines"
ERL,Eren Hot,China,ERL,CIF,568,75,Gestair
ERL,Eren Hot,China,ERL,PKX,564,90,China United Airlines
ERL,Eren Hot,China,ERL,TGO,817,110,Genghis Khan Airlines
ERL,Eren Hot,China,ERL,XIL,316,60,Genghis Khan Airlines
ERL,Eren Hot,China,ERL,BAV,362,60,Gestair
ERL,Eren Hot,China,ERL,NZH,791,95,Gestair
ERZ,Erzurum,Turkiye,ERZ,SAW,1011,125,"Pegasus, FlyViking"
ERZ,Erzurum,Turkiye,ERZ,ESB,698,95,FlyViking
ERZ,Erzurum,Turkiye,ERZ,IST,1061,135,Turkish Airlines
ERZ,Erzurum,Turkiye,ERZ,ADB,1226,135,SunExpress
ERZ,Erzurum,Turkiye,ERZ,YEI,991,110,FlyViking
ERZ,Erzurum,Turkiye,ERZ,AYT,967,115,SunExpress
ESB,Ankara,Turkiye,ESB,IST,381,80,Turkish Airlines
ESB,Ankara,Turkiye,ESB,SAW,324,65,"Pegasus, FlyViking"
ESB,Ankara,Turkiye,ESB,AYT,404,75,"Pegasus, FlyViking"
ESB,Ankara,Turkiye,ESB,ADB,543,80,"Pegasus, FlyViking"
ESB,Ankara,Turkiye,ESB,ECN,551,75,"Pegasus, FlyViking"
ESB,Ankara,Turkiye,ESB,BJV,561,80,"Pegasus, FlyViking"
ESB,Ankara,Turkiye,ESB,TZX,583,80,FlyViking
ESB,Ankara,Turkiye,ESB,DLM,526,80,FlyViking
ESB,Ankara,Turkiye,ESB,DIY,669,85,FlyViking
ESB,Ankara,Turkiye,ESB,GZT,525,75,FlyViking
ESB,Ankara,Turkiye,ESB,VAN,910,100,FlyViking
ESB,Ankara,Turkiye,ESB,ERZ,698,80,FlyViking
ESB,Ankara,Turkiye,ESB,IKA,1679,155,"Mahan Air, Pegasus, Turkish Airlines, AIS Airlines"
ESB,Ankara,Turkiye,ESB,EZS,566,75,FlyViking
ESB,Ankara,Turkiye,ESB,GYD,1448,150,"AZAL Azerbaijan Airlines, FlyViking"
ESB,Ankara,Turkiye,ESB,BAL,741,90,FlyViking
ESB,Ankara,Turkiye,ESB,MLX,494,80,FlyViking
ESB,Ankara,Turkiye,ESB,AMM,969,160,"Pegasus, FlyViking"
ESB,Ankara,Turkiye,ESB,KSY,858,105,FlyViking
ESB,Ankara,Turkiye,ESB,AJI,859,100,FlyViking
ESB,Ankara,Turkiye,ESB,CKZ,559,90,FlyViking
ESB,Ankara,Turkiye,ESB,EBL,1052,120,Pegasus
ESB,Ankara,Turkiye,ESB,ERC,559,85,FlyViking
ESB,Ankara,Turkiye,ESB,HTY,506,75,FlyViking
ESB,Ankara,Turkiye,ESB,MSR,758,90,FlyViking
ESB,Ankara,Turkiye,ESB,SZF,326,60,FlyViking
ESB,Ankara,Turkiye,ESB,BGW,1258,150,Iraqi Airways
ESB,Ankara,Turkiye,ESB,DOH,2390,220,Qatar Airways
ESB,Ankara,Turkiye,ESB,GZP,427,75,FlyViking
ESB,Ankara,Turkiye,ESB,KIK,1116,120,Iraqi Airways
ESB,Ankara,Turkiye,ESB,KCM,447,70,FlyViking
ESB,Ankara,Turkiye,ESB,ALA,3639,300,"Pegasus, FlyViking"
ESB,Ankara,Turkiye,ESB,AUH,2667,245,Intercontinental Airways (Gambia)
ESB,Ankara,Turkiye,ESB,TAS,3047,248,"Uzbekistan Airways, FlyViking"
ESB,Ankara,Turkiye,ESB,EDO,515,90,FlyViking
ESB,Ankara,Turkiye,ESB,TBS,1022,105,Pegasus
ESB,Ankara,Turkiye,ESB,BEY,732,80,FlyViking
ESB,Ankara,Turkiye,ESB,DXB,2654,235,"flydubai, FlyViking"
ESB,Ankara,Turkiye,ESB,FRU,3438,285,FlyViking
ESB,Ankara,Turkiye,ESB,JED,2126,230,"Saudia, Turkish Airlines, Pegasus"
ESB,Ankara,Turkiye,ESB,KBL,3245,330,Ariana Afghan Airlines
ESB,Ankara,Turkiye,ESB,MED,1837,200,"Saudia, Turkish Airlines, Pegasus"
ESB,Ankara,Turkiye,ESB,NQZ,3193,270,FlyViking
EUQ,Antique,Philippines,EUQ,MNL,425,80,Philippine Airlines
EVN,Yerevan,Armenia,EVN,IKA,794,115,"Iran Airtour, Armenia Airways, AIS Airlines"
EVN,Yerevan,Armenia,EVN,TBS,175,30,"Georgian Airways, Armenia Aircompany"
EVN,Yerevan,Armenia,EVN,AUH,1989,195,Intercontinental Airways (Gambia)
EVN,Yerevan,Armenia,EVN,LCA,1118,140,Wizz Air
EVN,Yerevan,Armenia,EVN,SHJ,1943,175,Air Arabia
EVN,Yerevan,Armenia,EVN,DOH,1783,180,Qatar Airways
EVN,Yerevan,Armenia,EVN,DXB,1942,185,flydubai
EVN,Yerevan,Armenia,EVN,SAW,1279,150,Pegasus
EVN,Yerevan,Armenia,EVN,BEY,1057,120,Middle East Airlines
EVN,Yerevan,Armenia,EVN,SCO,689,60,SCAT Airlines
EVN,Yerevan,Armenia,EVN,URC,3551,305,China Southern Airlines
EVN,Yerevan,Armenia,EVN,BGW,765,98,"Hex'Air, Iraqi Airways"
EVN,Yerevan,Armenia,EVN,ALP,766,180,
EVN,Yerevan,Armenia,EVN,EBL,436,70,Hex'Air
EWE,Ewer,Indonesia,EWE,TIM,169,45,Wings Air
EWE,Ewer,Indonesia,EWE,MKQ,423,60,Trigana Air
EZS,Elazig,Turkiye,EZS,SAW,890,110,"Pegasus, FlyViking"
EZS,Elazig,Turkiye,EZS,ESB,566,80,FlyViking
EZS,Elazig,Turkiye,EZS,IST,946,120,Turkish Airlines
EZS,Elazig,Turkiye,EZS,ADB,1057,115,"Pegasus, SunExpress"
FEG,Fergana,Uzbekistan,FEG,TAS,230,50,"Uzbekistan Airways, US Airways"
FEG,Fergana,Uzbekistan,FEG,IST,3591,345,"Uzbekistan Airways, Turkish Airlines"
FJR,Al-Fujairah,United Arab Emirates,FJR,MCT,259,55,Salam Air
FKQ,Fak Fak,Indonesia,FKQ,SOQ,250,55,Wings Air
FKQ,Fak Fak,Indonesia,FKQ,MKW,296,65,Wings Air
FKS,Fukushima,Japan,FKS,ITM,524,70,ANA
FKS,Fukushima,Japan,FKS,CTS,626,95,ANA
FKS,Fukushima,Japan,FKS,TPE,2265,250,Tigerair Taiwan
FLZ,Sibolga,Indonesia,FLZ,KNO,229,55,Wings Air
FOC,Fuzhou,China,FOC,PEK,1594,170,"Air China, Fuzhou Airlines, Hainan Airlines, Shandong Airlines"
FOC,Fuzhou,China,FOC,KMG,1684,170,"Fuzhou Airlines, Xiamen Airlines, China Eastern Airlines, Lucky Air, Ruili Airlines"
FOC,Fuzhou,China,FOC,CKG,1349,160,"Air China, Fuzhou Airlines, Hainan Airlines, Xiamen Airlines, Sichuan Airlines, Chengdu Airlines, Chongqing Airlines"
FOC,Fuzhou,China,FOC,XIY,1410,160,"Fuzhou Airlines, Hainan Airlines, Xiamen Airlines, China Eastern Airlines, Beijing Capital Airlines"
FOC,Fuzhou,China,FOC,PKX,1536,170,"China United Airlines, Xiamen Airlines, China Southern Airlines"
FOC,Fuzhou,China,FOC,CAN,703,105,"China Southern Airlines, Xiamen Airlines"
FOC,Fuzhou,China,FOC,CGO,1105,135,"China Southern Airlines, Fuzhou Airlines, Xiamen Airlines, Shenzhen Airlines, Chengdu Airlines, Jiangxi Airlines"
FOC,Fuzhou,China,FOC,PVG,614,100,"Juneyao Airlines, China Eastern Airlines, Xiamen Airlines"
FOC,Fuzhou,China,FOC,WUH,757,105,"Xiamen Airlines, China Eastern Airlines, West Air (China), Chengdu Airlines"
FOC,Fuzhou,China,FOC,SHA,605,85,"Shanghai Airlines, Xiamen Airlines, China Eastern Airlines"
FOC,Fuzhou,China,FOC,TFU,1571,180,"Xiamen Airlines, Sichuan Airlines, Air China, Fuzhou Airlines, Juneyao Airlines"
FOC,Fuzhou,China,FOC,KWE,1287,150,"Chengdu Airlines, Fuzhou Airlines, Xiamen Airlines, China Southern Airlines, 9 Air Co"
FOC,Fuzhou,China,FOC,NKG,648,95,"Xiamen Airlines, China Eastern Airlines, Hebei Airlines, Hainan Airlines"
FOC,Fuzhou,China,FOC,TAO,1157,135,"Xiamen Airlines, Qingdao Airlines, Shandong Airlines, Fuzhou Airlines"
FOC,Fuzhou,China,FOC,CSX,687,110,"Fuzhou Airlines, Hainan Airlines, Xiamen Airlines, China Eastern Airlines, HongTu Airlines"
FOC,Fuzhou,China,FOC,NNG,1223,140,"Xiamen Airlines, Shenzhen Airlines, Fuzhou Airlines, China Southern Airlines, 9 Air Co"
FOC,Fuzhou,China,FOC,TSN,1479,160,"Air China, Fuzhou Airlines, Xiamen Airlines"
FOC,Fuzhou,China,FOC,TYN,1469,150,"Fuzhou Airlines, Xiamen Airlines, China Eastern Airlines"
FOC,Fuzhou,China,FOC,CTU,1623,180,"Air China, Sichuan Airlines, Chengdu Airlines"
FOC,Fuzhou,China,FOC,HAK,1154,135,"Fuzhou Airlines, Xiamen Airlines, Hainan Airlines, Beijing Capital Airlines"
FOC,Fuzhou,China,FOC,SHE,1776,205,"Beijing Capital Airlines, Xiamen Airlines, Spring Airlines"
FOC,Fuzhou,China,FOC,TNA,1233,135,"Xiamen Airlines, Shandong Airlines, Qingdao Airlines"
FOC,Fuzhou,China,FOC,HKG,706,115,"Xiamen Airlines, Cathay Pacific"
FOC,Fuzhou,China,FOC,SYX,1353,155,"Beijing Capital Airlines, Xiamen Airlines"
FOC,Fuzhou,China,FOC,ZUH,773,100,"Xiamen Airlines, Shandong Airlines"
FOC,Fuzhou,China,FOC,HSN,516,80,Fuzhou Airlines
FOC,Fuzhou,China,FOC,LHW,1922,200,"Xiamen Airlines, Spring Airlines, Fuzhou Airlines"
FOC,Fuzhou,China,FOC,SIN,3196,295,"Xiamen Airlines, Scoot"
FOC,Fuzhou,China,FOC,KWL,969,120,"Xiamen Airlines, Qingdao Airlines"
FOC,Fuzhou,China,FOC,NTG,692,105,"Hebei Airlines, Xiamen Airlines"
FOC,Fuzhou,China,FOC,TSA,212,95,"Mandarin Airlines, Xiamen Airlines"
FOC,Fuzhou,China,FOC,YBP,1527,180,Colorful GuiZhou Airlines
FOC,Fuzhou,China,FOC,CGQ,2076,215,Fuzhou Airlines
FOC,Fuzhou,China,FOC,LZH,1053,120,Xiamen Airlines
FOC,Fuzhou,China,FOC,BKK,2395,215,Xiamen Airlines
FOC,Fuzhou,China,FOC,CGK,3815,325,Xiamen Airlines
FOC,Fuzhou,China,FOC,ICN,1429,135,Xiamen Airlines
FOC,Fuzhou,China,FOC,HIA,872,100,China Eastern Airlines
FOC,Fuzhou,China,FOC,INC,1855,215,Xiamen Airlines
FOC,Fuzhou,China,FOC,KUL,3204,290,Xiamen Airlines
FOC,Fuzhou,China,FOC,NRT,2255,205,Xiamen Airlines
FOC,Fuzhou,China,FOC,SZX,697,110,Xiamen Airlines
FOC,Fuzhou,China,FOC,TPE,183,85,Xiamen Airlines
FOC,Fuzhou,China,FOC,WUX,620,100,Xiamen Airlines
FOC,Fuzhou,China,FOC,XFN,995,115,Gestair
FOC,Fuzhou,China,FOC,YNT,1306,155,"China Eastern Airlines, Qingdao Airlines, Tianjin Airlines"
FOC,Fuzhou,China,FOC,JGS,502,105,Chengdu Airlines
FOC,Fuzhou,China,FOC,WUZ,911,125,Chengdu Airlines
FOC,Fuzhou,China,FOC,ZAT,1586,175,Ruili Airlines
FOC,Fuzhou,China,FOC,HNY,709,110,Gestair
FOC,Fuzhou,China,FOC,DLC,1455,150,Spring Airlines
FOC,Fuzhou,China,FOC,KIX,1768,165,Xiamen Airlines
FOC,Fuzhou,China,FOC,LYA,1200,143,Urumqi Airlines
FOC,Fuzhou,China,FOC,TEN,1052,125,HongTu Airlines
FOC,Fuzhou,China,FOC,SJW,1447,160,China United Airlines
FOC,Fuzhou,China,FOC,XUZ,923,120,Loong Air
FOC,Fuzhou,China,FOC,YIH,952,135,Guangxi Beibu Gulf Airlines
FOC,Fuzhou,China,FOC,YNZ,832,115,Spring Airlines
FOC,Fuzhou,China,FOC,YTY,735,100,Spring Airlines
FOC,Fuzhou,China,FOC,WEH,1271,145,China Eastern Airlines
FOC,Fuzhou,China,FOC,YIC,571,100,Colorful GuiZhou Airlines
FOC,Fuzhou,China,FOC,XNN,2043,220,Fuzhou Airlines
FOC,Fuzhou,China,FOC,JHG,1971,200,Xiamen Airlines
FOC,Fuzhou,China,FOC,NAO,1437,170,Xiamen Airlines
FOC,Fuzhou,China,FOC,HCZ,684,100,Gestair
FOC,Fuzhou,China,FOC,URC,3518,328,Xiamen Airlines
FOC,Fuzhou,China,FOC,DLU,1938,210,China Eastern Airlines
FOC,Fuzhou,China,FOC,BKI,2247,215,Xiamen Airlines
FOC,Fuzhou,China,FOC,GYS,1534,165,Chengdu Airlines
FOC,Fuzhou,China,FOC,CZX,663,90,Xiamen Airlines
FOC,Fuzhou,China,FOC,ACX,1480,150,Chengdu Airlines
FOC,Fuzhou,China,FOC,JNG,1112,120,Guangxi Beibu Gulf Airlines
FOC,Fuzhou,China,FOC,UYN,1671,175,Urumqi Airlines
FOC,Fuzhou,China,FOC,LYG,960,105,Xiamen Airlines
FOC,Fuzhou,China,FOC,DYG,976,120,Fuzhou Airlines
FOC,Fuzhou,China,FOC,SHS,873,115,Xiamen Airlines
FOC,Fuzhou,China,FOC,CJU,1067,130,Xiamen Airlines
FOC,Fuzhou,China,FOC,MFM,747,105,"Xiamen Airlines, Air Macau"
FOC,Fuzhou,China,FOC,DPS,3867,320,Xiamen Airlines
FOC,Fuzhou,China,FOC,FUG,859,115,Guangxi Beibu Gulf Airlines
FOC,Fuzhou,China,FOC,KHH,378,95,Xiamen Airlines
FRU,Bishkek,Kyrgyzstan,FRU,OSS,305,50,TezJet
FRU,Bishkek,Kyrgyzstan,FRU,IST,3737,365,"Turkish Airlines, Avia Traffic Company"
FRU,Bishkek,Kyrgyzstan,FRU,TAS,472,80,"Uzbekistan Airways, TezJet"
FRU,Bishkek,Kyrgyzstan,FRU,ALA,211,50,"Air Astana, Avia Traffic Company"
FRU,Bishkek,Kyrgyzstan,FRU,SAW,3705,350,Pegasus
FRU,Bishkek,Kyrgyzstan,FRU,DXB,2632,270,flydubai
FRU,Bishkek,Kyrgyzstan,FRU,SHJ,2617,250,Air Arabia
FRU,Bishkek,Kyrgyzstan,FRU,URC,1055,110,China Southern Airlines
FRU,Bishkek,Kyrgyzstan,FRU,AUH,2750,278,Intercontinental Airways (Gambia)
FRU,Bishkek,Kyrgyzstan,FRU,AYT,3748,355,Pegasus
FRU,Bishkek,Kyrgyzstan,FRU,PKX,3498,300,China Southern Airlines
FRU,Bishkek,Kyrgyzstan,FRU,JED,4035,405,Flynas
FRU,Bishkek,Kyrgyzstan,FRU,TFU,3006,275,Loong Air
FRU,Bishkek,Kyrgyzstan,FRU,ISB,1064,150,Cathay Dragon
FRU,Bishkek,Kyrgyzstan,FRU,LHE,1279,155,Cathay Dragon
FRU,Bishkek,Kyrgyzstan,FRU,DEL,1625,180,Cathay Dragon
FRU,Bishkek,Kyrgyzstan,FRU,ESB,3438,350,FlyViking
FRU,Bishkek,Kyrgyzstan,FRU,ICN,4393,363,T´Way Air
FRU,Bishkek,Kyrgyzstan,FRU,KWI,2815,275,Jazeera Airways
FRU,Bishkek,Kyrgyzstan,FRU,XIY,3105,245,Loong Air
FRU,Bishkek,Kyrgyzstan,FRU,DYU,690,75,Avia Traffic Company
FRU,Bishkek,Kyrgyzstan,FRU,JAA,1020,150,Avia Traffic Company
FRU,Bishkek,Kyrgyzstan,FRU,GYD,2043,200,AZAL Azerbaijan Airlines
FSZ,Shizuoka,Japan,FSZ,FUK,726,115,Fuji Dream Airlines
FSZ,Shizuoka,Japan,FSZ,CTS,937,105,"ANA, Fuji Dream Airlines"
FSZ,Shizuoka,Japan,FSZ,ICN,1097,140,Jeju Air
FSZ,Shizuoka,Japan,FSZ,KOJ,770,100,Fuji Dream Airlines
FSZ,Shizuoka,Japan,FSZ,IZO,488,80,Fuji Dream Airlines
FSZ,Shizuoka,Japan,FSZ,OKA,1388,165,ANA
FSZ,Shizuoka,Japan,FSZ,OKD,963,105,Fuji Dream Airlines
FSZ,Shizuoka,Japan,FSZ,KMJ,712,115,Fuji Dream Airlines
FSZ,Shizuoka,Japan,FSZ,PVG,1582,210,China Eastern Airlines
FSZ,Shizuoka,Japan,FSZ,HGH,1740,190,Beijing Capital Airlines
FSZ,Shizuoka,Japan,FSZ,TPE,1955,230,China Airlines
FUG,Fuyang,China,FUG,PEK,804,108,Air China
FUG,Fuyang,China,FUG,CAN,1076,125,China Southern Airlines
FUG,Fuyang,China,FUG,CTU,1140,140,Air China
FUG,Fuyang,China,FUG,HAK,1524,165,Guangxi Beibu Gulf Airlines
FUG,Fuyang,China,FUG,HSN,711,90,Okay Airways
FUG,Fuyang,China,FUG,TSN,710,110,Tianjin Airlines
FUG,Fuyang,China,FUG,WNZ,738,120,Guangxi Beibu Gulf Airlines
FUG,Fuyang,China,FUG,XMN,952,120,Tianjin Airlines
FUG,Fuyang,China,FUG,LHW,1177,150,Guangxi Beibu Gulf Airlines
FUG,Fuyang,China,FUG,NNG,1356,150,Guangxi Beibu Gulf Airlines
FUG,Fuyang,China,FUG,HUZ,1093,130,Guangxi Beibu Gulf Airlines
FUG,Fuyang,China,FUG,SYX,1731,190,Guangxi Beibu Gulf Airlines
FUG,Fuyang,China,FUG,JJN,936,120,Guangxi Beibu Gulf Airlines
FUG,Fuyang,China,FUG,DLC,856,110,Guangxi Beibu Gulf Airlines
FUG,Fuyang,China,FUG,FUO,1114,135,China United Airlines
FUG,Fuyang,China,FUG,KWE,1109,135,Guangxi Beibu Gulf Airlines
FUG,Fuyang,China,FUG,PVG,607,98,China Eastern Airlines
FUG,Fuyang,China,FUG,KMG,1511,173,China Eastern Airlines
FUG,Fuyang,China,FUG,CKG,929,123,Okay Airways
FUG,Fuyang,China,FUG,SZX,1148,130,China Southern Airlines
FUG,Fuyang,China,FUG,INC,1037,130,Guangxi Beibu Gulf Airlines
FUG,Fuyang,China,FUG,CGQ,1509,180,China Eastern Airlines
FUG,Fuyang,China,FUG,URC,2734,280,Guangxi Beibu Gulf Airlines
FUG,Fuyang,China,FUG,ZUH,1224,145,Guangxi Beibu Gulf Airlines
FUG,Fuyang,China,FUG,FOC,859,110,Guangxi Beibu Gulf Airlines
FUG,Fuyang,China,FUG,HET,951,120,Guangxi Beibu Gulf Airlines
FUG,Fuyang,China,FUG,SWA,1035,130,Guangxi Beibu Gulf Airlines
FUG,Fuyang,China,FUG,CSX,570,100,Guangxi Beibu Gulf Airlines
FUG,Fuyang,China,FUG,TAO,558,85,Guangxi Beibu Gulf Airlines
FUG,Fuyang,China,FUG,SHE,1192,150,Guangxi Beibu Gulf Airlines
FUJ,Fukue,Japan,FUJ,FUK,181,40,ANA
FUJ,Fukue,Japan,FUJ,NGS,105,30,ANA
FUK,Fukuoka,Japan,FUK,HND,883,100,"Skymark Airlines, JAL, ANA"
FUK,Fukuoka,Japan,FUK,OKA,861,105,"Skymark Airlines, Peach Aviation, ANA, Japan Transocean Air"
FUK,Fukuoka,Japan,FUK,ICN,562,90,"Jeju Air, Korean Air, Jin Air, Asiana Airlines, T´Way Air, Eastar Jet, Air Seoul, Air Busan"
FUK,Fukuoka,Japan,FUK,NRT,942,105,"Jetstar Japan, Peach Aviation"
FUK,Fukuoka,Japan,FUK,KMI,211,45,"JAL, ANA"
FUK,Fukuoka,Japan,FUK,NGO,602,80,"Jetstar Japan, ANA"
FUK,Fukuoka,Japan,FUK,ITM,479,70,"JAL, ANA"
